Facility Code,Facility Name,Health Facility Type,Ownership Major Classification,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Latitude,Longitude
DOH000000000004859,SANTO NIÑO DE CASIPIT GENERAL HOSPITAL,Infirmary,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,LINGAYEN (CAPITAL),010552200,POBLACION,0105522028,16.0210171,120.2287827
DOH000000000048204,TOP CARE DIALYSIS CENTER CORP.,Dialysis Clinic,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MALASIQUI,0105524000,POBLACION,0105524062,,
DOH000000000004814,CABULOAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF URDANETA,010554600,CABULOAN,0105546009,15.9767477,120.6013036
DOH000000000004809,ZONE I BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BAYAMBANG,010551100,ZONE I (POB.),0105511073,15.8075554,120.4643562
DOH000000000048051,UNIVERSAL ADVANCE MEDICAL DIAGNOSTICS LABORATORY INC.,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF URDANETA,0105546000,NANCAYASAN,0105546027,,
DOH000000000048050,TLC DRUG TESTING CENTER,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,CARMEN WEST,0105531010,,
DOH000000000048049,THREE RJAM DRUG TESTING LABORATORY,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,POBLACION OESTE,0105518023,,
DOH000000000048046,ST. REINILDIS MEDICAL CLINIC AND DIAGNOSTIC CENTER,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,BONUAN BINLOC,0105518007,,
DOH000000000048045,"SINGAPORE MEDICAL LABORATORIES, INC.",Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,TAPUAC,0105518031,,
DOH000000000048044,ROYAL STAR DRUG TESTING LABORATORY,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,POBLACION OESTE,0105518023,,
DOH000000000048042,REGION 1 MEDICAL CENTER DRUG TESTING LABORATORY,Drug Testing Laboratory,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,PANTAL,0105518022,,
DOH000000000048041,QUEEN CHECK DRUG TESTING LABORATORY,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF SAN CARLOS,0105532000,ROXAS BOULEVARD (POB.),0105532076,,
DOH000000000048040,PRIME ASSAY MEDICAL AND DIAGNOSTIC CLINIC,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF URDANETA,0105546000,POBLACION,0105546032,,
DOH000000000048039,PANGASINAN DOCTORS HOSPITAL CORPORATION,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF SAN CARLOS,0105532000,RIZAL (POB.),0105532075,,
DOH000000000048038,PADRE PIO DIAGNOSTIC CENTER,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MALASIQUI,0105524000,POBLACION,0105524062,,
DOH000000000048037,P.M.R LABORATORY AND POLYCLINIC,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF URDANETA,0105546000,POBLACION,0105546032,,
DOH000000000048036,ORT DRUG TEST LABORATORY,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,POBLACION OESTE,0105518023,,
DOH000000000048034,NEW WORLD DIAGNOSTICS INC.,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,POBLACION OESTE,0105518023,,
DOH000000000048031,MT. HERMON DIAGNOSTIC CENTER,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MABINI,0105523000,TAGUDIN,0105523018,,
DOH000000000048029,MEDITEK MEDICAL CLINIC AND LABORATORY,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANAOAG,0105525000,POBLACION,0105525039,,
DOH000000000048028,"MEDISENSE LABORATORY CENTER, INC.",Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,POBLACION OESTE,0105518023,,
DOH000000000048005,"UNIVERSAL ADVANCE MEDICAL DIAGNOSTICS LABORATORY, INC.",Medical Facility for Overseas Workers & Seafarers,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF URDANETA,0105546000,NANCAYASAN,0105546027,,
DOH000000000048003,"DAGUPAN DOCTORS VILLAFLOR MEMORIAL HOSPITAL, INC.",Medical Facility for Overseas Workers & Seafarers,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,MAYOMBO,0105518021,,
DOH000000000048002,HI-PRECISION DIAGNOSTIC PLUS,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF URDANETA,0105546000,NANCAYASAN,0105546027,,
DOH000000000048001,HI-PRECISION DIAGNOSTICS,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,MAYOMBO,0105518021,,
DOH000000000047999,FPDC DIAGNOSTIC CLINIC,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BAYAMBANG,0105511000,ZONE III (POB.),0105511075,,
DOH000000000047998,FINE PRECISION DIAGNOSTIC CLINIC,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,POBLACION OESTE,0105518023,,
DOH000000000047997,FINE LEGACY MEDICAL DIAGNOSTIC LABORATORY,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF ALAMINOS,0105503000,POBLACION,0105503021,,
DOH000000000047996,"FAMOUS CARE MEDICAL CLINIC, LABORATORY AND DIAGNOSTIC CENTER",Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,POGO CHICO,0105518025,,
DOH000000000047995,EARL HEALTHLINES CLINICAL LABORATORY,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,ZAMORA (POB.),0105527083,,
DOH000000000047993,DEPARTMENT OF HEALTH - DRUG TREATMENT AND REHABILITATION CENTER DAGUPAN,Drug Testing Laboratory,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,BONUAN BINLOC,0105518007,,
DOH000000000047992,"DAGUPAN DOCTORS VILLAFLOR MEMORIAL HOSPITAL, INC",Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,POBLACION OESTE,0105518023,,
DOH000000000047991,CHRIST-BEARER CLINICAL LABORATORY,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MALASIQUI,0105524000,CABATLING,0105524022,,
DOH000000000047987,ALLIANCE DIAGNOSTIC CENTER,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGALDAN,0105526000,POBLACION,0105526025,,
DOH000000000047986,ALAMINOS DRUG TESTING LABORATORY,Drug Testing Laboratory,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF ALAMINOS,0105503000,POBLACION,0105503021,,
DOH000000000047985,ACCURA-TECH DIAGNOSTIC LABORATORY,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,POBLACION WEST,0105544047,15.9295301,120.8419113
DOH000000000047984,ACULAB DRUG TESTING CENTER,Drug Testing Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF URDANETA,0105546000,POBLACION,0105546032,,
DOH000000000047965,"MARILAO MEDICAL AND DIAGNOSTIC CLINIC, INC.(DAGUPAN BRANCH)-BIRTHING HOME",Birthing Home,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,TAPUAC,0105518031,16.0272312,120.3278732
DOH000000000047963,ACCURA-TECH DIAGNOSTIC LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,POBLACION WEST,0105544047,15.9295301,120.8419113
DOH000000000047962,A.G.S. DIAGNOSTIC &AMP; DRUG TESTING LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF SAN CARLOS,0105532000,MANZON,0105532052,17.3668308,120.4790497
DOH000000000047960,ALCALA MEDICAL &AMP; DIAGNOSTIC CENTER,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ALCALA,0105504000,POBLACION EAST,0105504015,15.8464928,120.5224304
DOH000000000047957,APELLANES ADULT &AMP; PEDIATRIC CLINIC &AMP; LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,TAYUG,010554300,BARANGAY A (POB.),0105543014,,
DOH000000000047955,ASINGAN DIAGNOSTIC CLINIC,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,ASINGAN,010550600,POBLACION WEST,0105506017,,
DOH000000000047954,BETTERLIFE MEDICAL CLINIC,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF ALAMINOS,010550300,POBLACION,0105503021,,
DOH000000000047952,BIOTECHNICA DIAGNOSTIC LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,LINGAYEN (CAPITAL),0105522000,POBLACION,0105522028,,
DOH000000000047951,CALASIAO DIAGNOSTIC CENTER,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CALASIAO,010551700,POBLACION EAST,0105517018,16.0094318,120.3594284
DOH000000000047950,CHRIST BEARER CLINICAL LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MALASIQUI,0105524000,CABATLING,0105524022,,
DOH000000000047949,DDVMH - URDANETA DIAGNOSTIC LABORATORY &AMP; X-RAY CLINIC,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF URDANETA,010554600,POBLACION,0105546032,,
DOH000000000047948,DIVINE GRACE CLINIC &AMP; LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ALCALA,0105504000,POBLACION WEST,0105504016,,
DOH000000000047947,DOCTOR'S LINK MEDICAL &AMP; CLINICAL LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,POZORRUBIO,010553000,POBLACION III,0105530028,,
DOH000000000047946,DREAM HEALTHLAB  DIAGNOSTIC CENTER,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,MANGATAREM,010552700,ZAMORA (POB.),0105527083,,
DOH000000000047945,D' HEALTHCARE MULTI-SPECIALTY CLINIC,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,POBLACION,0105513026,15.9177361,120.414772
DOH000000000047944,DSM CARE CLINI-CHECK DIAGNOSTIC LAB.,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF URDANETA,010554600,POBLACION,0105546032,,
DOH000000000047943,FAMOUS CARE MEDICAL LABORATORY AND DIAGNOSTIC CENTER,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,HERRERO,0105518013,16.0402317,120.3379974
DOH000000000047942,EARL HEALTHLINES CLINICAL LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,MANGATAREM,010552700,ZAMORA (POB.),0105527083,,
DOH000000000047941,EARL HEALTHLINES CLINICAL LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ANDA,0105505000,POBLACION,0105505014,,
DOH000000000047934,FILME DIAGNOSTIKA LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,SANTA MARIA,010553900,POBLACION WEST,0105539015,,
DOH000000000047931,FINE LEGACY MEDICAL CLINIC AND DIAGNOSTIC LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF ALAMINOS,0105503000,POBLACION,0105503021,,
DOH000000000047930,FINE PRECISION DIAGNOSTIC CLINIC,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF DAGUPAN,010551800,POBLACION OESTE,0105518023,,
DOH000000000047928,GJLAM CARE MEDICAL &AMP; DIAGNOSTIC LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BINMALEY,010551300,POBLACION,0105513026,,
DOH000000000047927,GOOD SHEPHERD SPECIALTY CLINIC AND LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF URDANETA,0105546000,SAN VICENTE,0105546034,,
DOH000000000047926,GRM DIAGNOSTIC CENTER,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BAYAMBANG,010551100,POBLACION SUR,0105511053,,
DOH000000000047923,HI-PRECISION DIAGNOSTICS PLUS,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF URDANETA,0105546000,NANCAYASAN,0105546027,,
DOH000000000047919,HEALTHCARE 101 PLUS,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,MALASIQUI,010552400,POBLACION,0105524062,,
DOH000000000047917,HYPERLABORATORIES INC.,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF DAGUPAN,010551800,PANTAL,0105518022,,
DOH000000000047906,JDA DIAGNOSTIC LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF ALAMINOS,0105503000,POBLACION,0105503021,16.1582966,119.9841766
DOH000000000047899,KLINIKA DIAGNOSTIKA MEDICAL &AMP; DIAGNOSTIC CENTER,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,MAYOMBO,0105518021,16.0389919,120.3466568
DOH000000000047890,"MANGALDAN DIAGNOSTIC CENTER, INC.",General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,LINGAYEN (CAPITAL),010552200,POBLACION,0105522028,16.0228348,120.2303848
DOH000000000047888,"MANGALDAN DIAGNOSTIC CENTER, INC.",General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGALDAN,0105526000,POBLACION,0105526025,16.067831,120.4044876
DOH000000000047886,MAPANDAN MEDICAL CLINIC &AMP; LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MAPANDAN,0105528000,POBLACION,0105528014,16.0245323,120.4559937
DOH000000000047883,MARILAO MEDICAL &AMP; DIAGNOSTIC CLINIC CLINIC,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF DAGUPAN,010551800,PANTAL,0105518022,,
DOH000000000047882,MEDCORE DIAGNOSTIC LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN FABIAN,0105533000,POBLACION,0105533020,,
DOH000000000047880,MEDNET LABORATORY &AMP; DIAGNOSTIC CENTER,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN FABIAN,0105533000,CAYANGA,0105533010,16.1232281,120.4051514
DOH000000000047879,MEDITEK MEDICAL CLINIC &AMP; LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,MAPANDAN,010552800,POBLACION,0105528014,,
DOH000000000047875,MEDITEK MEDICAL CLINIC &AMP; LABORATORY,General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANAOAG,0105525000,POBLACION,0105525039,16.0273914,120.4523392
DOH000000000047873,"METRO URDANETA SPECIALIST MEDICAL DIAGNOSTIC CENTER, INC.",General Clinical Laboratory,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF URDANETA,0105546000,NANCAYASAN,0105546027,,
DOH000000000047854,MD'S CRADLE BIRTHING HOME,Birthing Home,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ROSALES,0105531000,CARMAY EAST,0105531035,15.9605894,120.5812378
DOH000000000047850,MANGATAREM RHU II- BIRTHING HOME FACILITY,Birthing Home,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,MANGATAREM,010552700,BARACBAC,0105527005,15.723218,120.3439789
DOH000000000047830,CABARABUAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,CABARABUAN,0105527021,15.7128754,120.3335876
DOH000000000047829,BOGTONG BUNAO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,BOGTONG BUNAO,0105527008,15.7508612,120.335144
DOH000000000047828,CACAOITEN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,CACAOITEN,0105527025,,
DOH000000000047827,TOCOC BARIKIR BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,TOCOC BARIKIR,0105527078,15.7334747,120.2887878
DOH000000000047826,SUACO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,SUACO,0105527074,,
DOH000000000047825,BUAYA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,BUAYA,0105527012,,
DOH000000000047824,DORONGAN LINMANSANGAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,DORONGAN LINMANSANGAN,0105527035,15.8500938,120.2962036
DOH000000000047823,HISTORIA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,HISTORIA,0105527040,15.7861996,120.3076096
DOH000000000047822,UMANGAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,UMANGAN,0105527082,15.7991657,120.2843399
DOH000000000047821,CALVO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,CALVO (POB.),0105527028,15.7941837,120.2904358
DOH000000000047820,MACARANG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,MACARANG,0105527045,15.7140579,120.3567352
DOH000000000047818,BANTOCALING BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,BANTOCALING,0105527004,15.785203,120.2618942
DOH000000000047817,TUGUI GRANDE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BANI,0105508000,TUGUI GRANDE,0105508025,16.2092419,119.8779984
DOH000000000047816,LUAC BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BANI,0105508000,LUAC,0105508012,16.2219868,119.8855743
DOH000000000047815,APORAO HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BANI,0105508000,APORAO,0105508002,16.2251759,119.8952332
DOH000000000047789,QUINAOAYANAN HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BANI,0105508000,QUINAOAYANAN,0105508016,16.1669807,119.8520126
DOH000000000047788,MACABIT BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BANI,0105508000,MACABIT,0105508013,16.2561455,119.8299942
DOH000000000047785,CAOAYAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SUAL,0105542000,CAOAYAN,0105542008,16.8066769,120.541748
DOH000000000047784,CAPANTOLAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SUAL,0105542000,CAPANTOLAN,0105542009,16.0988235,120.054985
DOH000000000047783,PAITAN WEST BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SUAL,0105542000,PAITAN WEST,0105542012,16.086935,120.0242996
DOH000000000047782,AMANCORO HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,AMANCORO,0105513001,16.0010319,120.2758713
DOH000000000047781,BALAGAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,BALAGAN,0105513002,15.9975996,120.2987213
DOH000000000047780,BALOGO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,BALOGO,0105513003,15.9901009,120.2816315
DOH000000000047779,CALOOCAN NORTE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,CALOOCAN NORTE,0105513010,16.038559,120.2806931
DOH000000000047778,GAYAMAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,GAYAMAN,0105513015,16.0126705,120.3075104
DOH000000000047777,LINOC BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,LINOC,0105513016,16.0219212,120.2945175
DOH000000000047776,MALINDONG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,MALINDONG,0105513019,16.0262127,120.2577667
DOH000000000047775,NAGPALANGAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,NAGPALANGAN,0105513018,16.0034714,120.2691879
DOH000000000047774,SABANGAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,SABANGAN,0105513028,16.0531902,120.2989426
DOH000000000047772,SALAPINGAO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,SALAPINGAO,0105513029,16.0585995,120.321991
DOH000000000047771,SAN ISIDRO NORTE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,SAN ISIDRO NORTE,0105513030,16.0428791,120.2662201
DOH000000000047769,TOMBOR BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,TOMBOR,0105513033,16.0081196,120.3211899
DOH000000000000475,DASOL COMMUNITY HOSPITAL,Hospital,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,DASOL,010551900,BOBONOT,0105519003,16.0062637,119.8740463
DOH000000000047441,CATARATARAAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,CATARATARAAN,0105527030,15.7250566,120.2910309
DOH000000000047440,LAWAK LANGKA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,LAWAK LANGKA,0105527041,15.7037811,120.317482
DOH000000000047439,BOGTONG NIOG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,BOGTONG NIOG,0105527010,15.7554264,120.3276596
DOH000000000047438,PAMPANO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,PAMPANO,0105527062,15.7672501,120.3558197
DOH000000000047437,PEANIA PEDANIA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,PEANIA PEDANIA,0105527006,15.762887,120.3749771
DOH000000000047436,ANDANGIN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,ANDANGIN,0105527001,15.7291384,120.3369675
DOH000000000047435,CABALUYAN 2ND BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,CABALUYAN 2ND,0105527020,15.6910295,120.3351593
DOH000000000047434,CABALUYAN 1ST BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,CABALUYAN 1ST,0105527019,15.7034588,120.3422852
DOH000000000047433,SALAVANTE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,SALAVANTE,0105527071,15.7964802,120.3488693
